EITC_id,dataset,statecode,statistic,statid,year,data,Statename,NDecimals,StateAbbrev
879,EIC,44,EIC_totalamount_state,302,1998,3272929.0,Texas,3.0,TX
880,EIC,45,EIC_totalamount_state,302,1998,166654.0,Utah,3.0,UT
881,EIC,46,EIC_totalamount_state,302,1998,49333.0,Vermont,3.0,VT
882,EIC,47,EIC_totalamount_state,302,1998,687538.0,Virginia,3.0,VA
883,EIC,48,EIC_totalamount_state,302,1998,447487.0,Washington,3.0,WA
884,EIC,49,EIC_totalamount_state,302,1998,208882.0,West Virginia,3.0,WV
885,EIC,50,EIC_totalamount_state,302,1998,365473.0,Wisconsin,3.0,WI
886,EIC,51,EIC_totalamount_state,302,1998,47503.0,Wyoming,3.0,WY
887,EIC,99,EIC_totalamount_state,302,1999,31478786.0,United States,3.0,US
888,EIC,1,EIC_totalamount_state,302,1999,798301.0,Alabama,3.0,AL
889,EIC,2,EIC_totalamount_state,302,1999,40056.0,Alaska,3.0,AK
890,EIC,3,EIC_totalamount_state,302,1999,562008.0,Arizona,3.0,AZ
891,EIC,4,EIC_totalamount_state,302,1999,431553.0,Arkansas,3.0,AR
892,EIC,5,EIC_totalamount_state,302,1999,3868666.0,California,3.0,CA
893,EIC,6,EIC_totalamount_state,302,1999,336236.0,Colorado,3.0,CO
894,EIC,7,EIC_totalamount_state,302,1999,214300.0,Connecticut,3.0,CT
895,EIC,8,EIC_totalamount_state,302,1999,78425.0,Delaware,3.0,DE
896,EIC,9,EIC_totalamount_state,302,1999,84381.0,D.C.,3.0,DC
897,EIC,10,EIC_totalamount_state,302,1999,2118067.0,Florida,3.0,FL
898,EIC,11,EIC_totalamount_state,302,1999,1228091.0,Georgia,3.0,GA
899,EIC,12,EIC_totalamount_state,302,1999,91758.0,Hawaii,3.0,HI
900,EIC,13,EIC_totalamount_state,302,1999,130033.0,Idaho,3.0,ID
901,EIC,14,EIC_totalamount_state,302,1999,1207379.0,Illinois,3.0,IL
902,EIC,15,EIC_totalamount_state,302,1999,556602.0,Indiana,3.0,IN
903,EIC,16,EIC_totalamount_state,302,1999,211150.0,Iowa,3.0,IA
904,EIC,17,EIC_totalamount_state,302,1999,221994.0,Kansas,3.0,KS
905,EIC,18,EIC_totalamount_state,302,1999,471265.0,Kentucky,3.0,KY
906,EIC,19,EIC_totalamount_state,302,1999,900946.0,Louisiana,3.0,LA
907,EIC,20,EIC_totalamount_state,302,1999,113945.0,Maine,3.0,ME
908,EIC,21,EIC_totalamount_state,302,1999,498389.0,Maryland,3.0,MD
909,EIC,22,EIC_totalamount_state,302,1999,392128.0,Massachusetts,3.0,MA
910,EIC,23,EIC_totalamount_state,302,1999,867749.0,Michigan,3.0,MI
911,EIC,24,EIC_totalamount_state,302,1999,305481.0,Minnesota,3.0,MN
912,EIC,25,EIC_totalamount_state,302,1999,650556.0,Mississippi,3.0,MS
913,EIC,26,EIC_totalamount_state,302,1999,608543.0,Missouri,3.0,MO
914,EIC,27,EIC_totalamount_state,302,1999,99230.0,Montana,3.0,MT
915,EIC,28,EIC_totalamount_state,302,1999,140014.0,Nebraska,3.0,NE
916,EIC,29,EIC_totalamount_state,302,1999,190924.0,Nevada,3.0,NV
917,EIC,30,EIC_totalamount_state,302,1999,75655.0,New Hampshire ,3.0,NH
918,EIC,31,EIC_totalamount_state,302,1999,695394.0,New Jersey,3.0,NJ
919,EIC,32,EIC_totalamount_state,302,1999,293145.0,New Mexico,3.0,NM
920,EIC,33,EIC_totalamount_state,302,1999,2107211.0,New York,3.0,NY
921,EIC,34,EIC_totalamount_state,302,1999,1059857.0,North Carolina,3.0,NC
922,EIC,35,EIC_totalamount_state,302,1999,52371.0,North Dakota,3.0,ND
923,EIC,36,EIC_totalamount_state,302,1999,1053873.0,Ohio,3.0,OH
924,EIC,37,EIC_totalamount_state,302,1999,456402.0,Oklahoma,3.0,OK
925,EIC,38,EIC_totalamount_state,302,1999,297045.0,Oregon,3.0,OR
926,EIC,39,EIC_totalamount_state,302,1999,1042454.0,Pennsylvania,3.0,PA
927,EIC,40,EIC_totalamount_state,302,1999,86968.0,Rhode Island,3.0,RI
928,EIC,41,EIC_totalamount_state,302,1999,635795.0,South Carolina,3.0,SC
929,EIC,42,EIC_totalamount_state,302,1999,72142.0,South Dakota,3.0,SD
930,EIC,43,EIC_totalamount_state,302,1999,778960.0,Tennessee,3.0,TN
931,EIC,44,EIC_totalamount_state,302,1999,3347028.0,Texas,3.0,TX
932,EIC,45,EIC_totalamount_state,302,1999,170015.0,Utah,3.0,UT
933,EIC,46,EIC_totalamount_state,302,1999,48209.0,Vermont,3.0,VT
934,EIC,47,EIC_totalamount_state,302,1999,691596.0,Virginia,3.0,VA
935,EIC,48,EIC_totalamount_state,302,1999,456180.0,Washington,3.0,WA
936,EIC,49,EIC_totalamount_state,302,1999,210926.0,West Virginia,3.0,WV
937,EIC,50,EIC_totalamount_state,302,1999,364465.0,Wisconsin,3.0,WI
938,EIC,51,EIC_totalamount_state,302,1999,47184.0,Wyoming,3.0,WY
939,EIC,99,EIC_totalamount_state,302,2000,31773220.0,United States,3.0,US
940,EIC,1,EIC_totalamount_state,302,2000,818625.0,Alabama,3.0,AL
941,EIC,2,EIC_totalamount_state,302,2000,39756.0,Alaska,3.0,AK
942,EIC,3,EIC_totalamount_state,302,2000,562941.0,Arizona,3.0,AZ
943,EIC,4,EIC_totalamount_state,302,2000,439734.0,Arkansas,3.0,AR
944,EIC,5,EIC_totalamount_state,302,2000,3777915.0,California,3.0,CA
945,EIC,6,EIC_totalamount_state,302,2000,329852.0,Colorado,3.0,CO
946,EIC,7,EIC_totalamount_state,302,2000,213841.0,Connecticut,3.0,CT
947,EIC,8,EIC_totalamount_state,302,2000,78760.0,Delaware,3.0,DE
948,EIC,9,EIC_totalamount_state,302,2000,84094.0,D.C.,3.0,DC
949,EIC,10,EIC_totalamount_state,302,2000,2181077.0,Florida,3.0,FL
950,EIC,11,EIC_totalamount_state,302,2000,1270584.0,Georgia,3.0,GA
951,EIC,12,EIC_totalamount_state,302,2000,94456.0,Hawaii,3.0,HI
952,EIC,13,EIC_totalamount_state,302,2000,129632.0,Idaho,3.0,ID
953,EIC,14,EIC_totalamount_state,302,2000,1228331.0,Illinois,3.0,IL
954,EIC,15,EIC_totalamount_state,302,2000,569808.0,Indiana,3.0,IN
955,EIC,16,EIC_totalamount_state,302,2000,212600.0,Iowa,3.0,IA
956,EIC,17,EIC_totalamount_state,302,2000,223642.0,Kansas,3.0,KS
957,EIC,18,EIC_totalamount_state,302,2000,477580.0,Kentucky,3.0,KY
958,EIC,19,EIC_totalamount_state,302,2000,921578.0,Louisiana,3.0,LA
959,EIC,20,EIC_totalamount_state,302,2000,112197.0,Maine,3.0,ME
960,EIC,21,EIC_totalamount_state,302,2000,493076.0,Maryland,3.0,MD
961,EIC,22,EIC_totalamount_state,302,2000,384770.0,Massachusetts,3.0,MA
962,EIC,23,EIC_totalamount_state,302,2000,879957.0,Michigan,3.0,MI
963,EIC,24,EIC_totalamount_state,302,2000,305302.0,Minnesota,3.0,MN
964,EIC,25,EIC_totalamount_state,302,2000,663519.0,Mississippi,3.0,MS
965,EIC,26,EIC_totalamount_state,302,2000,609816.0,Missouri,3.0,MO
966,EIC,27,EIC_totalamount_state,302,2000,100341.0,Montana,3.0,MT
967,EIC,28,EIC_totalamount_state,302,2000,139824.0,Nebraska,3.0,NE
968,EIC,29,EIC_totalamount_state,302,2000,197677.0,Nevada,3.0,NV
969,EIC,30,EIC_totalamount_state,302,2000,73183.0,New Hampshire ,3.0,NH
970,EIC,31,EIC_totalamount_state,302,2000,701394.0,New Jersey,3.0,NJ
971,EIC,32,EIC_totalamount_state,302,2000,291188.0,New Mexico,3.0,NM
972,EIC,33,EIC_totalamount_state,302,2000,2202718.0,New York,3.0,NY
973,EIC,34,EIC_totalamount_state,302,2000,1078432.0,North Carolina,3.0,NC
974,EIC,35,EIC_totalamount_state,302,2000,52156.0,North Dakota,3.0,ND
975,EIC,36,EIC_totalamount_state,302,2000,1074043.0,Ohio,3.0,OH
976,EIC,37,EIC_totalamount_state,302,2000,458218.0,Oklahoma,3.0,OK
977,EIC,38,EIC_totalamount_state,302,2000,297350.0,Oregon,3.0,OR
978,EIC,39,EIC_totalamount_state,302,2000,1040973.0,Pennsylvania,3.0,PA
979,EIC,40,EIC_totalamount_state,302,2000,88737.0,Rhode Island,3.0,RI
980,EIC,41,EIC_totalamount_state,302,2000,647690.0,South Carolina,3.0,SC
981,EIC,42,EIC_totalamount_state,302,2000,71825.0,South Dakota,3.0,SD
982,EIC,43,EIC_totalamount_state,302,2000,793889.0,Tennessee,3.0,TN
983,EIC,44,EIC_totalamount_state,302,2000,3362353.0,Texas,3.0,TX
984,EIC,45,EIC_totalamount_state,302,2000,170421.0,Utah,3.0,UT
985,EIC,46,EIC_totalamount_state,302,2000,46268.0,Vermont,3.0,VT
986,EIC,47,EIC_totalamount_state,302,2000,686593.0,Virginia,3.0,VA
987,EIC,48,EIC_totalamount_state,302,2000,456344.0,Washington,3.0,WA
988,EIC,49,EIC_totalamount_state,302,2000,209068.0,West Virginia,3.0,WV
989,EIC,50,EIC_totalamount_state,302,2000,367619.0,Wisconsin,3.0,WI
990,EIC,51,EIC_totalamount_state,302,2000,46391.0,Wyoming,3.0,WY
991,EIC,99,EIC_totalamount_state,302,2001,33244266.0,United States,3.0,US
992,EIC,1,EIC_totalamount_state,302,2001,850160.0,Alabama,3.0,AL
993,EIC,2,EIC_totalamount_state,302,2001,42714.0,Alaska,3.0,AK
994,EIC,3,EIC_totalamount_state,302,2001,588923.0,Arizona,3.0,AZ
995,EIC,4,EIC_totalamount_state,302,2001,457918.0,Arkansas,3.0,AR
996,EIC,5,EIC_totalamount_state,302,2001,3871433.0,California,3.0,CA
997,EIC,6,EIC_totalamount_state,302,2001,342436.0,Colorado,3.0,CO
998,EIC,7,EIC_totalamount_state,302,2001,222718.0,Connecticut,3.0,CT
999,EIC,8,EIC_totalamount_state,302,2001,81647.0,Delaware,3.0,DE
1000,EIC,9,EIC_totalamount_state,302,2001,84094.0,D.C.,3.0,DC
1001,EIC,10,EIC_totalamount_state,302,2001,2323152.0,Florida,3.0,FL
1002,EIC,11,EIC_totalamount_state,302,2001,1351653.0,Georgia,3.0,GA
1003,EIC,12,EIC_totalamount_state,302,2001,102744.0,Hawaii,3.0,HI
1004,EIC,13,EIC_totalamount_state,302,2001,138753.0,Idaho,3.0,ID
1005,EIC,14,EIC_totalamount_state,302,2001,1278557.0,Illinois,3.0,IL
1006,EIC,15,EIC_totalamount_state,302,2001,600509.0,Indiana,3.0,IN
1007,EIC,16,EIC_totalamount_state,302,2001,222459.0,Iowa,3.0,IA
1008,EIC,17,EIC_totalamount_state,302,2001,233989.0,Kansas,3.0,KS
1009,EIC,18,EIC_totalamount_state,302,2001,496222.0,Kentucky,3.0,KY
1010,EIC,19,EIC_totalamount_state,302,2001,965264.0,Louisiana,3.0,LA
1011,EIC,20,EIC_totalamount_state,302,2001,115724.0,Maine,3.0,ME
1012,EIC,21,EIC_totalamount_state,302,2001,500019.0,Maryland,3.0,MD
1013,EIC,22,EIC_totalamount_state,302,2001,393624.0,Massachusetts,3.0,MA
1014,EIC,23,EIC_totalamount_state,302,2001,932875.0,Michigan,3.0,MI
1015,EIC,24,EIC_totalamount_state,302,2001,320973.0,Minnesota,3.0,MN
1016,EIC,25,EIC_totalamount_state,302,2001,687717.0,Mississippi,3.0,MS
1017,EIC,26,EIC_totalamount_state,302,2001,631340.0,Missouri,3.0,MO
1018,EIC,27,EIC_totalamount_state,302,2001,103265.0,Montana,3.0,MT
1019,EIC,28,EIC_totalamount_state,302,2001,147809.0,Nebraska,3.0,NE
1020,EIC,29,EIC_totalamount_state,302,2001,213933.0,Nevada,3.0,NV
1021,EIC,30,EIC_totalamount_state,302,2001,75987.0,New Hampshire ,3.0,NH
1022,EIC,31,EIC_totalamount_state,302,2001,734482.0,New Jersey,3.0,NJ
1023,EIC,32,EIC_totalamount_state,302,2001,309270.0,New Mexico,3.0,NM
1024,EIC,33,EIC_totalamount_state,302,2001,2360294.0,New York,3.0,NY
1025,EIC,34,EIC_totalamount_state,302,2001,1137872.0,North Carolina,3.0,NC
1026,EIC,35,EIC_totalamount_state,302,2001,53624.0,North Dakota,3.0,ND
1027,EIC,36,EIC_totalamount_state,302,2001,1130712.0,Ohio,3.0,OH
1028,EIC,37,EIC_totalamount_state,302,2001,470238.0,Oklahoma,3.0,OK
1029,EIC,38,EIC_totalamount_state,302,2001,312946.0,Oregon,3.0,OR
1030,EIC,39,EIC_totalamount_state,302,2001,1075024.0,Pennsylvania,3.0,PA
1031,EIC,40,EIC_totalamount_state,302,2001,91811.0,Rhode Island,3.0,RI
1032,EIC,41,EIC_totalamount_state,302,2001,680487.0,South Carolina,3.0,SC
1033,EIC,42,EIC_totalamount_state,302,2001,74946.0,South Dakota,3.0,SD
1034,EIC,43,EIC_totalamount_state,302,2001,832555.0,Tennessee,3.0,TN
1035,EIC,44,EIC_totalamount_state,302,2001,3527612.0,Texas,3.0,TX
1036,EIC,45,EIC_totalamount_state,302,2001,179704.0,Utah,3.0,UT
1037,EIC,46,EIC_totalamount_state,302,2001,47128.0,Vermont,3.0,VT
1038,EIC,47,EIC_totalamount_state,302,2001,711267.0,Virginia,3.0,VA
1039,EIC,48,EIC_totalamount_state,302,2001,476240.0,Washington,3.0,WA
1040,EIC,49,EIC_totalamount_state,302,2001,213081.0,West Virginia,3.0,WV
1041,EIC,50,EIC_totalamount_state,302,2001,385530.0,Wisconsin,3.0,WI
1042,EIC,51,EIC_totalamount_state,302,2001,46594.0,Wyoming,3.0,WY
1043,EIC,99,EIC_totalamount_state,302,2002,37786648.0,United States,3.0,US
1044,EIC,1,EIC_totalamount_state,302,2002,946111.0,Alabama,3.0,AL
1045,EIC,2,EIC_totalamount_state,302,2002,53817.0,Alaska,3.0,AK
1046,EIC,3,EIC_totalamount_state,302,2002,680698.0,Arizona,3.0,AZ
1047,EIC,4,EIC_totalamount_state,302,2002,516428.0,Arkansas,3.0,AR
1048,EIC,5,EIC_totalamount_state,302,2002,4319076.0,California,3.0,CA
1049,EIC,6,EIC_totalamount_state,302,2002,404019.0,Colorado,3.0,CO
1050,EIC,7,EIC_totalamount_state,302,2002,251229.0,Connecticut,3.0,CT
1051,EIC,8,EIC_totalamount_state,302,2002,94025.0,Delaware,3.0,DE
1052,EIC,9,EIC_totalamount_state,302,2002,88728.0,D.C.,3.0,DC
1053,EIC,10,EIC_totalamount_state,302,2002,2679875.0,Florida,3.0,FL
1054,EIC,11,EIC_totalamount_state,302,2002,1550975.0,Georgia,3.0,GA
1055,EIC,12,EIC_totalamount_state,302,2002,128294.0,Hawaii,3.0,HI
1056,EIC,13,EIC_totalamount_state,302,2002,164836.0,Idaho,3.0,ID
1057,EIC,14,EIC_totalamount_state,302,2002,1437212.0,Illinois,3.0,IL
1058,EIC,15,EIC_totalamount_state,302,2002,692012.0,Indiana,3.0,IN
1059,EIC,16,EIC_totalamount_state,302,2002,262553.0,Iowa,3.0,IA
1060,EIC,17,EIC_totalamount_state,302,2002,281678.0,Kansas,3.0,KS
1061,EIC,18,EIC_totalamount_state,302,2002,568888.0,Kentucky,3.0,KY
1062,EIC,19,EIC_totalamount_state,302,2002,1075277.0,Louisiana,3.0,LA
1063,EIC,20,EIC_totalamount_state,302,2002,133033.0,Maine,3.0,ME
1064,EIC,21,EIC_totalamount_state,302,2002,565211.0,Maryland,3.0,MD
1065,EIC,22,EIC_totalamount_state,302,2002,446449.0,Massachusetts,3.0,MA
1066,EIC,23,EIC_totalamount_state,302,2002,1058269.0,Michigan,3.0,MI
1067,EIC,24,EIC_totalamount_state,302,2002,378156.0,Minnesota,3.0,MN
1068,EIC,25,EIC_totalamount_state,302,2002,760484.0,Mississippi,3.0,MS
1069,EIC,26,EIC_totalamount_state,302,2002,721849.0,Missouri,3.0,MO
1070,EIC,27,EIC_totalamount_state,302,2002,119002.0,Montana,3.0,MT
1071,EIC,28,EIC_totalamount_state,302,2002,176575.0,Nebraska,3.0,NE
1072,EIC,29,EIC_totalamount_state,302,2002,251397.0,Nevada,3.0,NV
1073,EIC,30,EIC_totalamount_state,302,2002,90136.0,New Hampshire ,3.0,NH
1074,EIC,31,EIC_totalamount_state,302,2002,811657.0,New Jersey,3.0,NJ
1075,EIC,32,EIC_totalamount_state,302,2002,346535.0,New Mexico,3.0,NM
1076,EIC,33,EIC_totalamount_state,302,2002,2565960.0,New York,3.0,NY
1077,EIC,34,EIC_totalamount_state,302,2002,1309701.0,North Carolina,3.0,NC
1078,EIC,35,EIC_totalamount_state,302,2002,62554.0,North Dakota,3.0,ND
1079,EIC,36,EIC_totalamount_state,302,2002,1289630.0,Ohio,3.0,OH
1080,EIC,37,EIC_totalamount_state,302,2002,546232.0,Oklahoma,3.0,OK
1081,EIC,38,EIC_totalamount_state,302,2002,352633.0,Oregon,3.0,OR
1082,EIC,39,EIC_totalamount_state,302,2002,1213370.0,Pennsylvania,3.0,PA
1083,EIC,40,EIC_totalamount_state,302,2002,105551.0,Rhode Island,3.0,RI
1084,EIC,41,EIC_totalamount_state,302,2002,763728.0,South Carolina,3.0,SC
1085,EIC,42,EIC_totalamount_state,302,2002,88470.0,South Dakota,3.0,SD
1086,EIC,43,EIC_totalamount_state,302,2002,945535.0,Tennessee,3.0,TN
1087,EIC,44,EIC_totalamount_state,302,2002,4043865.0,Texas,3.0,TX
1088,EIC,45,EIC_totalamount_state,302,2002,222559.0,Utah,3.0,UT
1089,EIC,46,EIC_totalamount_state,302,2002,55011.0,Vermont,3.0,VT
1090,EIC,47,EIC_totalamount_state,302,2002,823989.0,Virginia,3.0,VA
1091,EIC,48,EIC_totalamount_state,302,2002,550929.0,Washington,3.0,WA
1092,EIC,49,EIC_totalamount_state,302,2002,238408.0,West Virginia,3.0,WV
1093,EIC,50,EIC_totalamount_state,302,2002,448104.0,Wisconsin,3.0,WI
1094,EIC,51,EIC_totalamount_state,302,2002,53363.0,Wyoming,3.0,WY
1095,EIC,99,EIC_totalamount_state,302,2003,39186424.0,United States,3.0,US
1096,EIC,1,EIC_totalamount_state,302,2003,980940.0,Alabama,3.0,AL
1097,EIC,2,EIC_totalamount_state,302,2003,57882.0,Alaska,3.0,AK
1098,EIC,3,EIC_totalamount_state,302,2003,709960.0,Arizona,3.0,AZ
1099,EIC,4,EIC_totalamount_state,302,2003,528519.0,Arkansas,3.0,AR
1100,EIC,5,EIC_totalamount_state,302,2003,4382294.0,California,3.0,CA
1101,EIC,6,EIC_totalamount_state,302,2003,425764.0,Colorado,3.0,CO
1102,EIC,7,EIC_totalamount_state,302,2003,262708.0,Connecticut,3.0,CT
1103,EIC,8,EIC_totalamount_state,302,2003,97001.0,Delaware,3.0,DE
1104,EIC,9,EIC_totalamount_state,302,2003,87017.0,D.C.,3.0,DC
1105,EIC,10,EIC_totalamount_state,302,2003,2807471.0,Florida,3.0,FL
1106,EIC,11,EIC_totalamount_state,302,2003,1643024.0,Georgia,3.0,GA
1107,EIC,12,EIC_totalamount_state,302,2003,132899.0,Hawaii,3.0,HI
1108,EIC,13,EIC_totalamount_state,302,2003,171652.0,Idaho,3.0,ID
1109,EIC,14,EIC_totalamount_state,302,2003,1500697.0,Illinois,3.0,IL
1110,EIC,15,EIC_totalamount_state,302,2003,718264.0,Indiana,3.0,IN
1111,EIC,16,EIC_totalamount_state,302,2003,270896.0,Iowa,3.0,IA
1112,EIC,17,EIC_totalamount_state,302,2003,295386.0,Kansas,3.0,KS
1113,EIC,18,EIC_totalamount_state,302,2003,588693.0,Kentucky,3.0,KY
1114,EIC,19,EIC_totalamount_state,302,2003,1115615.0,Louisiana,3.0,LA
1115,EIC,20,EIC_totalamount_state,302,2003,135316.0,Maine,3.0,ME
1116,EIC,21,EIC_totalamount_state,302,2003,586038.0,Maryland,3.0,MD
1117,EIC,22,EIC_totalamount_state,302,2003,468495.0,Massachusetts,3.0,MA
1118,EIC,23,EIC_totalamount_state,302,2003,1101553.0,Michigan,3.0,MI
1119,EIC,24,EIC_totalamount_state,302,2003,396726.0,Minnesota,3.0,MN
1120,EIC,25,EIC_totalamount_state,302,2003,777020.0,Mississippi,3.0,MS
1121,EIC,26,EIC_totalamount_state,302,2003,750276.0,Missouri,3.0,MO
1122,EIC,27,EIC_totalamount_state,302,2003,120992.0,Montana,3.0,MT
1123,EIC,28,EIC_totalamount_state,302,2003,181161.0,Nebraska,3.0,NE
1124,EIC,29,EIC_totalamount_state,302,2003,264730.0,Nevada,3.0,NV
1125,EIC,30,EIC_totalamount_state,302,2003,92940.0,New Hampshire ,3.0,NH
1126,EIC,31,EIC_totalamount_state,302,2003,838235.0,New Jersey,3.0,NJ
1127,EIC,32,EIC_totalamount_state,302,2003,356519.0,New Mexico,3.0,NM
1128,EIC,33,EIC_totalamount_state,302,2003,2601465.0,New York,3.0,NY
1129,EIC,34,EIC_totalamount_state,302,2003,1374127.0,North Carolina,3.0,NC
1130,EIC,35,EIC_totalamount_state,302,2003,63161.0,North Dakota,3.0,ND
1131,EIC,36,EIC_totalamount_state,302,2003,1344140.0,Ohio,3.0,OH
1132,EIC,37,EIC_totalamount_state,302,2003,567461.0,Oklahoma,3.0,OK
1133,EIC,38,EIC_totalamount_state,302,2003,360464.0,Oregon,3.0,OR
1134,EIC,39,EIC_totalamount_state,302,2003,1254599.0,Pennsylvania,3.0,PA
1135,EIC,40,EIC_totalamount_state,302,2003,107672.0,Rhode Island,3.0,RI
1136,EIC,41,EIC_totalamount_state,302,2003,789538.0,South Carolina,3.0,SC
1137,EIC,42,EIC_totalamount_state,302,2003,90251.0,South Dakota,3.0,SD
1138,EIC,43,EIC_totalamount_state,302,2003,987536.0,Tennessee,3.0,TN
1139,EIC,44,EIC_totalamount_state,302,2003,4253730.0,Texas,3.0,TX
1140,EIC,45,EIC_totalamount_state,302,2003,237692.0,Utah,3.0,UT
1141,EIC,46,EIC_totalamount_state,302,2003,56368.0,Vermont,3.0,VT
1142,EIC,47,EIC_totalamount_state,302,2003,856908.0,Virginia,3.0,VA
1143,EIC,48,EIC_totalamount_state,302,2003,572553.0,Washington,3.0,WA
1144,EIC,49,EIC_totalamount_state,302,2003,243260.0,West Virginia,3.0,WV
1145,EIC,50,EIC_totalamount_state,302,2003,465069.0,Wisconsin,3.0,WI
1146,EIC,51,EIC_totalamount_state,302,2003,54933.0,Wyoming,3.0,WY
1147,EIC,99,EIC_totalamount_state,302,2004,40716232.0,United States,3.0,US
1148,EIC,1,EIC_totalamount_state,302,2004,1022676.0,Alabama,3.0,AL
1149,EIC,2,EIC_totalamount_state,302,2004,62054.0,Alaska,3.0,AK
1150,EIC,3,EIC_totalamount_state,302,2004,739201.0,Arizona,3.0,AZ
1151,EIC,4,EIC_totalamount_state,302,2004,546238.0,Arkansas,3.0,AR
1152,EIC,5,EIC_totalamount_state,302,2004,4449344.0,California,3.0,CA
1153,EIC,6,EIC_totalamount_state,302,2004,439816.0,Colorado,3.0,CO
1154,EIC,7,EIC_totalamount_state,302,2004,273379.0,Connecticut,3.0,CT
1155,EIC,8,EIC_totalamount_state,302,2004,101460.0,Delaware,3.0,DE
1156,EIC,9,EIC_totalamount_state,302,2004,86465.0,D.C.,3.0,DC
1157,EIC,10,EIC_totalamount_state,302,2004,2934123.0,Florida,3.0,FL
1158,EIC,11,EIC_totalamount_state,302,2004,1732097.0,Georgia,3.0,GA
1159,EIC,12,EIC_totalamount_state,302,2004,141483.0,Hawaii,3.0,HI
1160,EIC,13,EIC_totalamount_state,302,2004,179113.0,Idaho,3.0,ID
1161,EIC,14,EIC_totalamount_state,302,2004,1576538.0,Illinois,3.0,IL
1162,EIC,15,EIC_totalamount_state,302,2004,756647.0,Indiana,3.0,IN
1163,EIC,16,EIC_totalamount_state,302,2004,279607.0,Iowa,3.0,IA
1164,EIC,17,EIC_totalamount_state,302,2004,306000.0,Kansas,3.0,KS
1165,EIC,18,EIC_totalamount_state,302,2004,608967.0,Kentucky,3.0,KY
1166,EIC,19,EIC_totalamount_state,302,2004,1156205.0,Louisiana,3.0,LA
1167,EIC,20,EIC_totalamount_state,302,2004,137940.0,Maine,3.0,ME
1168,EIC,21,EIC_totalamount_state,302,2004,597436.0,Maryland,3.0,MD
1169,EIC,22,EIC_totalamount_state,302,2004,492911.0,Massachusetts,3.0,MA
1170,EIC,23,EIC_totalamount_state,302,2004,1169292.0,Michigan,3.0,MI
1171,EIC,24,EIC_totalamount_state,302,2004,411785.0,Minnesota,3.0,MN
1172,EIC,25,EIC_totalamount_state,302,2004,797087.0,Mississippi,3.0,MS
1173,EIC,26,EIC_totalamount_state,302,2004,783730.0,Missouri,3.0,MO
1174,EIC,27,EIC_totalamount_state,302,2004,123019.0,Montana,3.0,MT
1175,EIC,28,EIC_totalamount_state,302,2004,188932.0,Nebraska,3.0,NE
1176,EIC,29,EIC_totalamount_state,302,2004,276192.0,Nevada,3.0,NV
1177,EIC,30,EIC_totalamount_state,302,2004,97273.0,New Hampshire ,3.0,NH
1178,EIC,31,EIC_totalamount_state,302,2004,857954.0,New Jersey,3.0,NJ
1179,EIC,32,EIC_totalamount_state,302,2004,364436.0,New Mexico,3.0,NM
1180,EIC,33,EIC_totalamount_state,302,2004,2672975.0,New York,3.0,NY
1181,EIC,34,EIC_totalamount_state,302,2004,1433813.0,North Carolina,3.0,NC
1182,EIC,35,EIC_totalamount_state,302,2004,64533.0,North Dakota,3.0,ND
1183,EIC,36,EIC_totalamount_state,302,2004,1403191.0,Ohio,3.0,OH
1184,EIC,37,EIC_totalamount_state,302,2004,584880.0,Oklahoma,3.0,OK
1185,EIC,38,EIC_totalamount_state,302,2004,375540.0,Oregon,3.0,OR
1186,EIC,39,EIC_totalamount_state,302,2004,1304085.0,Pennsylvania,3.0,PA
1187,EIC,40,EIC_totalamount_state,302,2004,112949.0,Rhode Island,3.0,RI
1188,EIC,41,EIC_totalamount_state,302,2004,824156.0,South Carolina,3.0,SC
1189,EIC,42,EIC_totalamount_state,302,2004,92564.0,South Dakota,3.0,SD
1190,EIC,43,EIC_totalamount_state,302,2004,1021754.0,Tennessee,3.0,TN
1191,EIC,44,EIC_totalamount_state,302,2004,4509906.0,Texas,3.0,TX
1192,EIC,45,EIC_totalamount_state,302,2004,249399.0,Utah,3.0,UT
1193,EIC,46,EIC_totalamount_state,302,2004,57396.0,Vermont,3.0,VT
1194,EIC,47,EIC_totalamount_state,302,2004,874558.0,Virginia,3.0,VA
1195,EIC,48,EIC_totalamount_state,302,2004,601285.0,Washington,3.0,WA
1196,EIC,49,EIC_totalamount_state,302,2004,247525.0,West Virginia,3.0,WV
1197,EIC,50,EIC_totalamount_state,302,2004,486845.0,Wisconsin,3.0,WI
1198,EIC,51,EIC_totalamount_state,302,2004,54783.0,Wyoming,3.0,WY
1199,EIC,99,EIC_totalamount_state,302,2005,42636472.0,United States,3.0,US
1200,EIC,1,EIC_totalamount_state,302,2005,1089650.0,Alabama,3.0,AL
1201,EIC,2,EIC_totalamount_state,302,2005,65838.0,Alaska,3.0,AK
1202,EIC,3,EIC_totalamount_state,302,2005,771178.0,Arizona,3.0,AZ
1203,EIC,4,EIC_totalamount_state,302,2005,574086.0,Arkansas,3.0,AR
1204,EIC,5,EIC_totalamount_state,302,2005,4575681.0,California,3.0,CA
1205,EIC,6,EIC_totalamount_state,302,2005,461368.0,Colorado,3.0,CO
1206,EIC,7,EIC_totalamount_state,302,2005,286109.0,Connecticut,3.0,CT
1207,EIC,8,EIC_totalamount_state,302,2005,107849.0,Delaware,3.0,DE
1208,EIC,9,EIC_totalamount_state,302,2005,88386.0,D.C.,3.0,DC
